order_id,order_date,customer_id,region,category,channel,units,unit_price,revenue,cost,profit
700290,2025-02-20,CUST-1068,North,Home & Kitchen,Online,1,62.91,62.91,39.58,23.33
700289,2025-02-20,CUST-1021,North,Apparel,In-Store,3,47.46,142.38,92.1,50.28
700292,2025-02-21,CUST-1043,East,Sports,Online,1,98.73,98.73,58.98,39.75000000000001
700298,2025-02-21,CUST-1116,North,Electronics,In-Store,1,483.59,483.59,297.02,186.57
700293,2025-02-21,CUST-1107,West,Apparel,In-Store,1,89.12,89.12,52.51,36.61000000000001
700299,2025-02-21,CUST-1104,East,Home & Kitchen,In-Store,3,64.35,193.05,118.2,74.85000000000001
700295,2025-02-21,CUST-1047,West,Beauty,In-Store,2,26.64,53.28,36.5,16.78
700296,2025-02-21,CUST-1109,North,Beauty,In-Store,2,41.14,82.28,48.75,33.53
700294,2025-02-21,CUST-1060,South,Apparel,Online,1,53.63,53.63,37.25,16.380000000000003
700297,2025-02-21,CUST-1090,North,Home & Kitchen,In-Store,3,26.6,79.8,52.95,26.849999999999994
700302,2025-02-22,CUST-1005,North,Electronics,In-Store,1,231.57,231.57,169.63,61.94
700300,2025-02-22,CUST-1003,East,Sports,In-Store,3,157.25,471.75,340.72,131.02999999999997
700301,2025-02-22,CUST-1045,South,Home & Kitchen,In-Store,1,226.3,226.3,154.29,72.01000000000002
700303,2025-02-22,CUST-1072,East,Beauty,In-Store,1,43.32,43.32,25.18,18.14
700304,2025-02-22,CUST-1014,East,Apparel,Online,2,67.28,134.56,80.86,53.7
700307,2025-02-23,CUST-1088,West,Beauty,Online,1,31.06,31.06,19.25,11.809999999999999
700306,2025-02-23,CUST-1095,West,Home & Kitchen,In-Store,1,198.74,198.74,139.1,59.640000000000015
700308,2025-02-23,CUST-1097,South,Beauty,In-Store,3,49.71,149.13,102.85,46.28
700305,2025-02-23,CUST-1004,South,Home & Kitchen,Online,2,221.28,442.56,297.17,145.39
700313,2025-02-24,CUST-1014,West,Sports,In-Store,1,138.63,138.63,92.85,45.78
700312,2025-02-24,CUST-1070,East,Home & Kitchen,Online,1,223.48,223.48,149.18,74.29999999999998
700311,2025-02-24,CUST-1089,South,Sports,Online,1,55.2,55.2,30.42,24.78
700309,2025-02-24,CUST-1007,East,Beauty,In-Store,1,22.31,22.31,16.6,5.709999999999997
700314,2025-02-24,CUST-1014,East,Home & Kitchen,In-Store,1,102.91,102.91,57.49,45.419999999999995
700310,2025-02-24,CUST-1087,South,Apparel,In-Store,1,51.46,51.46,30.38,21.080000000000002
700315,2025-02-24,CUST-1021,East,Home & Kitchen,Online,1,241.46,241.46,148.47,92.99000000000001
700316,2025-02-25,CUST-1094,North,Beauty,Online,2,11.74,23.48,17.57,5.91
700322,2025-02-25,CUST-1074,East,Sports,In-Store,2,189.54,379.08,240.56,138.51999999999998
700324,2025-02-25,CUST-1036,West,Sports,In-Store,3,46.25,138.75,86.65,52.099999999999994
700317,2025-02-25,CUST-1041,South,Beauty,In-Store,2,16.92,33.84,25.09,8.750000000000004
700325,2025-02-25,CUST-1085,West,Electronics,Online,2,347.6,695.2,506.19,189.01000000000005
700321,2025-02-25,CUST-1102,North,Beauty,In-Store,1,76.7,76.7,45.86,30.840000000000003
700318,2025-02-25,CUST-1017,South,Electronics,Online,3,558.17,1674.51,1016.75,657.76
700323,2025-02-25,CUST-1108,North,Electronics,Online,1,437.75,437.75,252.87,184.88
700320,2025-02-25,CUST-1017,South,Home & Kitchen,Online,3,107.26,321.78,230.09,91.68999999999997
700319,2025-02-25,CUST-1100,South,Electronics,Online,1,482.71,482.71,294.1,188.60999999999996
700332,2025-02-26,CUST-1058,South,Home & Kitchen,In-Store,3,63.13,189.39,113.69,75.69999999999999
700329,2025-02-26,CUST-1086,South,Apparel,In-Store,2,105.85,211.7,153.91,57.78999999999999
700328,2025-02-26,CUST-1061,West,Electronics,Online,1,455.84,455.84,306.25,149.58999999999997
700327,2025-02-26,CUST-1079,West,Beauty,In-Store,2,50.38,100.76,74.99,25.77000000000001
700326,2025-02-26,CUST-1010,South,Apparel,In-Store,2,46.05,92.1,65.47,26.629999999999995
700331,2025-02-26,CUST-1110,North,Beauty,In-Store,1,40.5,40.5,24.12,16.38
700330,2025-02-26,CUST-1030,East,Sports,In-Store,2,37.91,75.82,47.34,28.47999999999999
700337,2025-02-27,CUST-1021,North,Electronics,Online,1,301.51,301.51,203.29,98.22
700336,2025-02-27,CUST-1038,South,Beauty,In-Store,1,41.16,41.16,25.7,15.459999999999997
700333,2025-02-27,CUST-1102,West,Apparel,Online,1,75.13,75.13,52.37,22.759999999999998
700335,2025-02-27,CUST-1099,South,Sports,Online,1,193.91,193.91,128.49,65.41999999999999
700334,2025-02-27,CUST-1106,North,Sports,In-Store,2,174.06,348.12,226.78,121.34
700338,2025-02-28,CUST-1104,West,Electronics,Online,1,143.82,143.82,93.86,49.959999999999994
700339,2025-02-28,CUST-1032,North,Beauty,In-Store,2,16.17,32.34,19.9,12.440000000000005
700340,2025-02-28,CUST-1062,North,Home & Kitchen,Online,1,179.6,179.6,128.89,50.71000000000001
700348,2025-03-01,CUST-1115,North,Home & Kitchen,In-Store,1,135.0,135.0,83.88,51.120000000000005
700342,2025-03-01,CUST-1061,West,Home & Kitchen,In-Store,1,238.22,238.22,132.2,106.02000000000001
700346,2025-03-01,CUST-1002,East,Sports,In-Store,1,188.11,188.11,103.69,84.42000000000002
700341,2025-03-01,CUST-1075,West,Electronics,In-Store,1,496.36,496.36,287.91,208.45
700347,2025-03-01,CUST-1049,Unknown,Apparel,Online,2,107.01,214.02,119.65,94.37
700343,2025-03-01,CUST-1088,Unknown,Electronics,In-Store,2,118.79,237.58,169.55,68.03
700344,2025-03-01,CUST-1027,East,Sports,In-Store,2,53.55,107.1,69.98,37.11999999999999
700345,2025-03-01,CUST-1073,West,Home & Kitchen,Online,1,155.52,155.52,92.11,63.41000000000001
700349,2025-03-02,CUST-1038,South,Sports,Online,1,78.95,78.95,55.94,23.010000000000005
700353,2025-03-02,CUST-1070,East,Home & Kitchen,In-Store,1,154.96,154.96,94.57,60.390000000000015
700352,2025-03-02,CUST-1098,West,Apparel,In-Store,3,15.76,47.28,30.29,16.990000000000002
700351,2025-03-02,CUST-1019,South,Home & Kitchen,Online,2,223.24,446.48,290.55,155.93
700350,2025-03-02,CUST-1090,East,Home & Kitchen,Online,3,137.05,411.15,246.3,164.84999999999997
700355,2025-03-03,CUST-1115,West,Sports,Online,3,194.41,583.23,370.73,212.5
700361,2025-03-04,CUST-1053,East,Sports,Online,1,188.65,188.65,104.73,83.92
700357,2025-03-04,CUST-1093,South,Sports,In-Store,1,179.64,179.64,129.85,49.78999999999999
700358,2025-03-04,CUST-1024,South,Electronics,Online,1,392.53,392.53,221.66,170.86999999999998
700359,2025-03-04,CUST-1051,North,Home & Kitchen,In-Store,1,167.18,167.18,99.04,68.14
700356,2025-03-04,CUST-1051,South,Beauty,Online,3,70.2,210.6,127.12,83.47999999999999
700362,2025-03-04,CUST-1104,North,Beauty,Online,1,20.85,20.85,12.12,8.730000000000002
700360,2025-03-04,CUST-1076,East,Beauty,In-Store,2,22.31,44.62,31.65,12.969999999999999
700370,2025-03-05,CUST-1032,South,Home & Kitchen,Online,2,72.47,144.94,91.6,53.34
700368,2025-03-05,CUST-1115,South,Apparel,Online,3,18.05,54.15,32.41,21.740000000000002
700371,2025-03-05,CUST-1082,East,Electronics,In-Store,1,448.82,448.82,267.62,181.2
700364,2025-03-05,CUST-1035,West,Beauty,In-Store,2,74.7,149.4,104.98,44.42
700369,2025-03-05,CUST-1086,North,Sports,In-Store,1,50.3,50.3,28.75,21.549999999999997
700363,2025-03-05,CUST-1094,East,Home & Kitchen,In-Store,3,99.14,297.42,198.59,98.83000000000001
700365,2025-03-05,CUST-1080,East,Home & Kitchen,In-Store,1,50.33,50.33,33.3,17.03
700367,2025-03-05,CUST-1111,Unknown,Beauty,In-Store,1,53.53,53.53,32.22,21.310000000000002
700366,2025-03-05,CUST-1069,North,Apparel,Online,1,94.44,94.44,69.64,24.799999999999997
700374,2025-03-06,CUST-1103,East,Apparel,Online,2,19.85,39.7,23.28,16.42
700376,2025-03-06,CUST-1082,West,Home & Kitchen,Online,2,192.8,385.6,264.74,120.86000000000001
700373,2025-03-06,CUST-1006,South,Electronics,In-Store,1,82.04,82.04,47.77,34.27
700372,2025-03-06,CUST-1036,South,Sports,Online,1,196.46,196.46,126.81,69.65
700375,2025-03-06,CUST-1094,South,Electronics,In-Store,1,586.65,586.65,338.31,248.33999999999997
700379,2025-03-07,CUST-1087,South,Electronics,In-Store,1,577.73,577.73,378.46,199.27000000000004
700380,2025-03-07,CUST-1117,East,Beauty,In-Store,2,59.92,119.84,77.91,41.93000000000001
700386,2025-03-07,CUST-1041,West,Apparel,In-Store,2,24.12,48.24,34.1,14.14
700382,2025-03-07,CUST-1001,East,Home & Kitchen,Online,1,242.25,242.25,157.89,84.36000000000001
700381,2025-03-07,CUST-1033,South,Electronics,Online,1,584.66,584.66,407.09,177.57
700378,2025-03-07,CUST-1008,North,Beauty,Online,3,55.14,165.42,94.45,70.96999999999998
700384,2025-03-07,CUST-1102,West,Sports,In-Store,2,112.6,225.2,167.68,57.51999999999998
700383,2025-03-07,CUST-1051,West,Home & Kitchen,Online,2,170.22,340.44,206.45,133.99
700385,2025-03-07,CUST-1105,West,Apparel,In-Store,2,40.1,80.2,58.97,21.230000000000004
700377,2025-03-07,CUST-1017,North,Sports,Online,1,196.13,196.13,130.83,65.29999999999998
700390,2025-03-08,CUST-1021,South,Home & Kitchen,In-Store,1,151.26,151.26,85.19,66.07
700388,2025-03-08,CUST-1067,North,Sports,In-Store,3,166.75,500.25,362.12,138.13
700389,2025-03-08,CUST-1109,East,Home & Kitchen,In-Store,2,36.56,73.12,49.93,23.190000000000005
700391,2025-03-08,CUST-1041,South,Home & Kitchen,Online,1,174.95,174.95,124.98,49.969999999999985
700387,2025-03-08,CUST-1069,East,Home & Kitchen,In-Store,1,243.47,243.47,156.96,86.50999999999999
700392,2025-03-09,CUST-1013,East,Sports,In-Store,2,168.1,336.2,193.18,143.01999999999998
700395,2025-03-09,CUST-1032,East,Apparel,In-Store,3,66.32,198.96,118.88,80.08000000000001
700394,2025-03-09,CUST-1087,South,Home & Kitchen,Online,2,179.85,359.7,243.49,116.20999999999998
700393,2025-03-09,CUST-1050,North,Home & Kitchen,Online,2,172.49,344.98,225.71,119.27000000000001
700399,2025-03-10,CUST-1047,South,Sports,In-Store,2,76.95,153.9,110.8,43.10000000000001
700400,2025-03-10,CUST-1067,West,Electronics,In-Store,1,251.31,251.31,142.24,109.07
700402,2025-03-10,CUST-1056,South,Sports,Online,2,143.18,286.36,181.26,105.10000000000002
700398,2025-03-10,CUST-1052,North,Home & Kitchen,Online,3,231.72,695.16,443.86,251.29999999999995
700401,2025-03-10,CUST-1072,North,Sports,In-Store,3,187.79,563.37,395.15,168.22000000000003
700396,2025-03-10,CUST-1030,East,Beauty,Online,1,12.73,12.73,7.78,4.95
700397,2025-03-10,CUST-1054,South,Home & Kitchen,In-Store,3,41.01,123.03,79.81,43.22
700407,2025-03-11,CUST-1033,East,Apparel,In-Store,2,50.11,100.22,74.81,25.409999999999997
700406,2025-03-11,CUST-1111,West,Electronics,Online,2,439.33,878.66,631.51,247.14999999999998
700403,2025-03-11,CUST-1005,West,Sports,In-Store,1,35.7,35.7,24.42,11.280000000000001
700408,2025-03-11,CUST-1039,West,Electronics,Online,3,279.54,838.62,605.3,233.32000000000005
700405,2025-03-11,CUST-1061,South,Electronics,Online,1,338.41,338.41,224.33,114.08000000000001
700404,2025-03-11,CUST-1104,North,Home & Kitchen,In-Store,2,196.92,393.84,225.92,167.92
700409,2025-03-12,CUST-1090,West,Sports,In-Store,1,67.94,67.94,38.08,29.86
700410,2025-03-12,CUST-1068,East,Beauty,Online,1,37.99,37.99,22.42,15.57
700411,2025-03-12,CUST-1025,West,Electronics,Online,1,574.74,574.74,320.17,254.57
700412,2025-03-12,CUST-1007,South,Apparel,In-Store,2,79.13,158.26,116.63,41.629999999999995
700415,2025-03-13,CUST-1025,West,Apparel,Online,3,96.64,289.92,171.45,118.47000000000003
700421,2025-03-13,CUST-1062,North,Beauty,In-Store,1,31.84,31.84,17.63,14.21
700419,2025-03-13,CUST-1019,South,Electronics,In-Store,3,277.59,832.77,506.5,326.27
700413,2025-03-13,CUST-1001,West,Apparel,In-Store,1,105.1,105.1,58.83,46.269999999999996
700414,2025-03-13,CUST-1107,South,Beauty,In-Store,3,48.85,146.55,101.72,44.83000000000001
700417,2025-03-13,CUST-1092,East,Electronics,In-Store,2,101.71,203.42,123.83,79.58999999999999
700418,2025-03-13,CUST-1050,South,Apparel,In-Store,1,110.75,110.75,73.07,37.68000000000001
700420,2025-03-13,CUST-1083,North,Apparel,In-Store,2,49.98,99.96,57.26,42.699999999999996
700424,2025-03-14,CUST-1100,South,Home & Kitchen,Online,1,123.41,123.41,76.01,47.39999999999999
700425,2025-03-14,CUST-1050,South,Home & Kitchen,In-Store,2,186.45,372.9,212.23,160.67
700423,2025-03-14,CUST-1022,East,Beauty,Online,1,87.32,87.32,51.42,35.89999999999999
700426,2025-03-14,CUST-1073,South,Sports,In-Store,2,16.41,32.82,21.85,10.969999999999999
700422,2025-03-14,CUST-1074,East,Beauty,Online,2,24.51,49.02,29.62,19.400000000000002
700429,2025-03-15,CUST-1025,East,Home & Kitchen,Online,1,94.58,94.58,55.12,39.46
700428,2025-03-15,CUST-1063,North,Electronics,In-Store,1,237.76,237.76,135.24,102.51999999999998
700433,2025-03-15,CUST-1076,South,Beauty,Online,2,27.18,54.36,38.32,16.04
700430,2025-03-15,CUST-1013,North,Home & Kitchen,Online,1,147.72,147.72,108.08,39.64
700432,2025-03-15,CUST-1084,North,Home & Kitchen,Online,2,117.52,235.04,153.63,81.41
700431,2025-03-15,CUST-1019,North,Electronics,In-Store,3,491.67,1475.01,979.53,495.48
700427,2025-03-15,CUST-1042,South,Home & Kitchen,Online,3,106.18,318.54,221.97,96.57000000000002
700435,2025-03-16,CUST-1018,North,Apparel,In-Store,2,48.34,96.68,68.38,28.30000000000001
700438,2025-03-16,CUST-1074,North,Electronics,Online,1,530.65,530.65,381.61,149.03999999999996
700434,2025-03-16,CUST-1075,North,Apparel,In-Store,1,96.15,96.15,68.55,27.60000000000001
700436,2025-03-16,CUST-1087,South,Beauty,In-Store,1,20.4,20.4,14.36,6.039999999999999
700437,2025-03-16,CUST-1081,North,Home & Kitchen,In-Store,2,249.38,498.76,278.08,220.68
700439,2025-03-17,CUST-1095,East,Apparel,Online,3,85.64,256.92,166.8,90.12
700442,2025-03-17,CUST-1011,West,Electronics,In-Store,2,425.08,850.16,602.53,247.63
700443,2025-03-17,CUST-1077,East,Apparel,In-Store,2,84.64,169.28,119.95,49.33
700441,2025-03-17,CUST-1116,West,Home & Kitchen,In-Store,2,75.22,150.44,96.52,53.92
700440,2025-03-17,CUST-1100,North,Sports,Online,3,92.71,278.13,196.61,81.51999999999998
700444,2025-03-17,CUST-1042,West,Electronics,In-Store,2,536.67,1073.34,680.21,393.1299999999999
700445,2025-03-18,CUST-1052,South,Sports,In-Store,1,127.66,127.66,78.79,48.86999999999999
700446,2025-03-18,CUST-1034,South,Beauty,In-Store,3,17.9,53.7,36.27,17.43
700449,2025-03-18,CUST-1094,North,Apparel,In-Store,3,74.35,223.05,133.87,89.18
700448,2025-03-18,CUST-1013,North,Beauty,In-Store,1,78.25,78.25,49.16,29.090000000000003
700450,2025-03-19,CUST-1034,East,Beauty,In-Store,1,19.07,19.07,13.03,6.040000000000001
700452,2025-03-19,CUST-1096,West,Home & Kitchen,Online,3,33.11,99.33,57.0,42.33
700453,2025-03-19,CUST-1000,West,Beauty,In-Store,3,67.77,203.31,130.48,72.83000000000001
700454,2025-03-19,CUST-1082,South,Home & Kitchen,In-Store,2,63.16,126.32,82.31,44.00999999999999
700451,2025-03-19,CUST-1063,North,Home & Kitchen,In-Store,3,90.23,270.69,183.09,87.6
700462,2025-03-20,CUST-1098,East,Home & Kitchen,In-Store,1,141.75,141.75,102.1,39.650000000000006
700461,2025-03-20,CUST-1050,North,Apparel,Online,2,94.49,188.98,128.94,60.03999999999999
700458,2025-03-20,CUST-1041,South,Sports,In-Store,1,192.8,192.8,116.54,76.26
700460,2025-03-20,CUST-1005,South,Electronics,Online,2,561.42,1122.84,718.67,404.16999999999996
700456,2025-03-20,CUST-1025,East,Home & Kitchen,In-Store,2,94.57,189.14,122.78,66.35999999999999
700455,2025-03-20,CUST-1063,North,Apparel,In-Store,1,96.15,96.15,60.97,35.18000000000001
700457,2025-03-20,CUST-1038,North,Beauty,In-Store,3,21.3,63.9,41.8,22.1
700467,2025-03-21,CUST-1027,West,Home & Kitchen,In-Store,1,232.65,232.65,151.32,81.33000000000001
700466,2025-03-21,CUST-1027,East,Home & Kitchen,In-Store,3,218.95,656.85,475.77,181.08000000000004
700463,2025-03-21,CUST-1031,East,Electronics,Online,3,356.74,1070.22,709.87,360.35
700465,2025-03-21,CUST-1063,West,Apparel,In-Store,2,96.33,192.66,138.39,54.27000000000001
700464,2025-03-21,CUST-1021,North,Electronics,Online,2,130.13,260.26,178.44,81.82
700470,2025-03-22,CUST-1002,North,Beauty,Online,1,57.83,57.83,35.38,22.449999999999996
700471,2025-03-22,CUST-1035,Unknown,Beauty,In-Store,1,17.99,17.99,10.68,7.309999999999999
700469,2025-03-22,CUST-1077,North,Home & Kitchen,In-Store,3,168.91,506.73,317.65,189.08000000000004
700468,2025-03-22,CUST-1112,North,Apparel,In-Store,1,38.33,38.33,24.92,13.409999999999997
700472,2025-03-23,CUST-1105,North,Beauty,In-Store,2,88.14,176.28,116.52,59.760000000000005
700475,2025-03-23,CUST-1014,North,Beauty,In-Store,1,42.76,42.76,31.68,11.079999999999998
700474,2025-03-23,CUST-1003,South,Apparel,In-Store,1,73.44,73.44,44.53,28.909999999999997
700476,2025-03-23,CUST-1042,East,Sports,In-Store,2,107.3,214.6,135.59,79.00999999999999
700473,2025-03-23,CUST-1072,East,Sports,In-Store,1,101.91,101.91,68.88,33.03
700480,2025-03-24,CUST-1072,East,Electronics,In-Store,2,264.03,528.06,291.81,236.24999999999994
700481,2025-03-24,CUST-1102,West,Home & Kitchen,Online,1,90.32,90.32,63.03,27.289999999999992
700479,2025-03-24,CUST-1092,North,Apparel,In-Store,1,96.2,96.2,63.69,32.510000000000005
700478,2025-03-24,CUST-1099,North,Apparel,In-Store,1,57.3,57.3,40.22,17.08
700477,2025-03-24,CUST-1078,South,Sports,Online,3,91.95,275.85,200.29,75.56000000000003
700483,2025-03-25,CUST-1045,West,Home & Kitchen,In-Store,1,129.54,129.54,93.27,36.269999999999996
700484,2025-03-25,CUST-1103,West,Home & Kitchen,In-Store,1,235.63,235.63,163.07,72.56
700485,2025-03-25,CUST-1104,North,Sports,Online,1,36.28,36.28,21.51,14.77
700482,2025-03-25,CUST-1116,West,Sports,Online,1,75.16,75.16,46.81,28.349999999999994
700488,2025-03-26,CUST-1058,South,Home & Kitchen,In-Store,1,222.54,222.54,148.71,73.82999999999998
700490,2025-03-26,CUST-1048,West,Apparel,In-Store,2,87.66,175.32,117.67,57.64999999999999
700489,2025-03-26,CUST-1051,West,Beauty,In-Store,2,70.46,140.92,97.92,42.999999999999986
700491,2025-03-26,CUST-1012,North,Electronics,In-Store,1,495.99,495.99,273.28,222.71000000000004
700492,2025-03-26,CUST-1081,North,Apparel,In-Store,1,19.0,19.0,11.98,7.02
700487,2025-03-26,CUST-1115,South,Beauty,In-Store,3,47.73,143.19,104.64,38.55
700486,2025-03-26,CUST-1079,East,Sports,Online,2,48.75,97.5,64.04,33.459999999999994
700494,2025-03-27,CUST-1108,North,Apparel,Online,2,32.1,64.2,39.46,24.740000000000002
700493,2025-03-27,CUST-1023,North,Beauty,Online,1,29.56,29.56,19.02,10.54
700496,2025-03-28,CUST-1106,North,Home & Kitchen,In-Store,1,111.3,111.3,73.68,37.61999999999999
700501,2025-03-28,CUST-1091,North,Beauty,Online,3,83.15,249.45,174.72,74.72999999999999
700500,2025-03-28,CUST-1052,West,Electronics,In-Store,3,139.11,417.33,293.58,123.75
700498,2025-03-28,CUST-1047,North,Electronics,Online,3,350.23,1050.69,597.64,453.05000000000007
700497,2025-03-28,CUST-1078,West,Beauty,Online,3,25.12,75.36,51.25,24.11
700495,2025-03-28,CUST-1078,North,Electronics,In-Store,2,372.04,744.08,497.72,246.36
700499,2025-03-28,CUST-1010,South,Home & Kitchen,Online,1,91.12,91.12,52.81,38.31
700502,2025-03-28,CUST-1037,South,Electronics,In-Store,2,521.99,1043.98,741.46,302.52
700504,2025-03-29,CUST-1102,East,Electronics,Online,3,310.3,930.9,634.11,296.78999999999996
700506,2025-03-29,CUST-1080,East,Apparel,In-Store,2,98.43,196.86,114.62,82.24000000000001
700505,2025-03-29,CUST-1098,East,Apparel,Online,1,58.3,58.3,36.04,22.259999999999998
700508,2025-03-29,CUST-1036,South,Beauty,In-Store,2,84.91,169.82,125.03,44.78999999999999
700507,2025-03-29,CUST-1006,South,Home & Kitchen,In-Store,1,34.78,34.78,25.85,8.93
700503,2025-03-29,CUST-1048,North,Sports,Online,1,144.23,144.23,102.05,42.17999999999999
700512,2025-03-30,CUST-1088,West,Electronics,In-Store,1,87.56,87.56,49.46,38.1
700513,2025-03-30,CUST-1056,West,Home & Kitchen,In-Store,1,60.92,60.92,36.61,24.310000000000002
700509,2025-03-30,CUST-1031,East,Home & Kitchen,In-Store,1,184.64,184.64,124.1,60.53999999999999
700511,2025-03-30,CUST-1008,East,Beauty,Online,2,61.8,123.6,69.66,53.94
700514,2025-03-30,CUST-1102,North,Electronics,In-Store,1,258.02,258.02,143.5,114.51999999999998
700510,2025-03-30,CUST-1083,East,Home & Kitchen,In-Store,1,240.94,240.94,165.82,75.12
700515,2025-03-31,CUST-1100,North,Home & Kitchen,In-Store,1,83.86,83.86,60.31,23.549999999999997
700518,2025-04-01,CUST-1021,East,Home & Kitchen,Online,1,144.7,144.7,83.59,61.109999999999985
700519,2025-04-01,CUST-1083,North,Beauty,In-Store,1,79.54,79.54,48.29,31.250000000000007
700517,2025-04-01,CUST-1119,East,Electronics,In-Store,1,383.51,383.51,215.9,167.60999999999999
700516,2025-04-01,CUST-1083,West,Home & Kitchen,Online,2,30.5,61.0,34.73,26.270000000000003
700522,2025-04-02,CUST-1118,West,Electronics,In-Store,2,368.76,737.52,419.46,318.06
700521,2025-04-02,CUST-1014,West,Electronics,In-Store,1,514.94,514.94,312.24,202.70000000000005
700520,2025-04-02,CUST-1006,East,Apparel,Online,1,95.08,95.08,56.87,38.21
700525,2025-04-03,CUST-1010,South,Sports,Online,1,55.55,55.55,36.22,19.33
700526,2025-04-03,CUST-1080,North,Sports,In-Store,2,99.01,198.02,140.0,58.02000000000001
700524,2025-04-03,CUST-1007,West,Home & Kitchen,Online,1,36.45,36.45,23.58,12.870000000000005
700527,2025-04-03,CUST-1061,North,Home & Kitchen,In-Store,3,67.23,201.69,142.76,58.93000000000001
700528,2025-04-03,CUST-1068,West,Home & Kitchen,Online,3,137.19,411.57,280.11,131.45999999999998
700523,2025-04-03,CUST-1119,West,Sports,In-Store,1,32.48,32.48,19.59,12.889999999999997
700535,2025-04-04,CUST-1030,East,Home & Kitchen,In-Store,1,113.61,113.61,71.87,41.739999999999995
700532,2025-04-04,CUST-1061,North,Home & Kitchen,Online,2,236.07,472.14,262.04,210.09999999999997
700531,2025-04-04,CUST-1095,South,Electronics,Online,1,192.82,192.82,117.05,75.77
700534,2025-04-04,CUST-1096,East,Apparel,In-Store,1,102.56,102.56,62.76,39.800000000000004
700530,2025-04-04,CUST-1058,North,Electronics,In-Store,3,421.36,1264.08,741.19,522.8899999999999
700529,2025-04-04,CUST-1094,West,Apparel,Online,1,84.77,84.77,57.66,27.11
700533,2025-04-04,CUST-1115,South,Apparel,In-Store,2,65.09,130.18,93.81,36.370000000000005
700539,2025-04-05,CUST-1055,North,Beauty,Online,3,78.54,235.62,142.26,93.36000000000001
700538,2025-04-05,CUST-1113,West,Electronics,Online,1,201.84,201.84,114.25,87.59
700541,2025-04-05,CUST-1063,West,Beauty,In-Store,3,77.6,232.8,158.46,74.34
700540,2025-04-05,CUST-1009,South,Electronics,In-Store,1,550.06,550.06,334.32,215.73999999999995
700537,2025-04-05,CUST-1041,South,Beauty,In-Store,2,30.46,60.92,35.32,25.6
700545,2025-04-06,CUST-1047,South,Apparel,In-Store,1,24.34,24.34,16.03,8.309999999999999
700543,2025-04-06,CUST-1079,North,Apparel,Online,2,82.56,165.12,102.91,62.21000000000001
700546,2025-04-06,CUST-1014,South,Home & Kitchen,Online,1,172.57,172.57,99.32,73.25
700544,2025-04-06,CUST-1041,South,Sports,In-Store,1,137.7,137.7,87.99,49.709999999999994
700542,2025-04-06,CUST-1048,East,Beauty,In-Store,2,81.7,163.4,96.17,67.23
700551,2025-04-07,CUST-1089,South,Beauty,Online,1,67.5,67.5,37.52,29.979999999999997
700548,2025-04-07,CUST-1014,West,Sports,Online,2,43.33,86.66,59.68,26.979999999999997
700547,2025-04-07,CUST-1090,East,Sports,Online,2,132.81,265.62,177.03,88.59
700552,2025-04-07,CUST-1014,North,Apparel,Online,1,33.23,33.23,20.04,13.189999999999998
700549,2025-04-07,CUST-1083,East,Home & Kitchen,Online,3,165.95,497.85,332.78,165.07000000000005
700553,2025-04-07,CUST-1037,East,Electronics,Online,1,584.38,584.38,376.33,208.05
700550,2025-04-07,CUST-1076,South,Home & Kitchen,Online,2,208.96,417.92,267.88,150.04000000000002
700555,2025-04-08,CUST-1064,East,Electronics,Online,3,404.51,1213.53,903.73,309.79999999999995
700559,2025-04-08,CUST-1068,West,Apparel,In-Store,3,37.66,112.98,72.47,40.510000000000005
700557,2025-04-08,CUST-1019,North,Electronics,In-Store,1,241.92,241.92,171.86,70.05999999999997
700554,2025-04-08,CUST-1033,East,Sports,In-Store,1,176.2,176.2,98.85,77.35
700556,2025-04-08,CUST-1037,West,Sports,In-Store,2,45.79,91.58,65.12,26.459999999999994
700558,2025-04-08,CUST-1001,West,Apparel,In-Store,1,99.42,99.42,67.06,32.36
700562,2025-04-09,CUST-1065,North,Beauty,Online,2,12.56,25.12,15.4,9.72
700561,2025-04-09,CUST-1040,East,Home & Kitchen,In-Store,1,50.18,50.18,29.87,20.31
700560,2025-04-09,CUST-1026,South,Apparel,In-Store,1,38.2,38.2,22.63,15.570000000000004
700564,2025-04-09,CUST-1013,East,Electronics,Online,1,453.55,453.55,311.66,141.89
700563,2025-04-09,CUST-1041,North,Apparel,In-Store,3,33.4,100.2,72.69,27.510000000000005
700570,2025-04-10,CUST-1022,South,Apparel,In-Store,1,26.19,26.19,16.06,10.130000000000003
700568,2025-04-10,CUST-1010,West,Beauty,In-Store,1,32.6,32.6,23.49,9.110000000000003
700565,2025-04-10,CUST-1109,West,Electronics,Online,2,281.25,562.5,316.88,245.62
700566,2025-04-10,CUST-1098,North,Sports,Online,1,156.36,156.36,102.73,53.63000000000001
700567,2025-04-10,CUST-1087,North,Sports,In-Store,1,130.99,130.99,75.53,55.46000000000001
700569,2025-04-10,CUST-1116,North,Apparel,Online,3,88.23,264.69,196.59,68.1
700571,2025-04-11,CUST-1094,North,Home & Kitchen,Online,1,48.35,48.35,31.02,17.330000000000002
700573,2025-04-11,CUST-1032,South,Apparel,Online,2,93.64,187.28,107.01,80.27
700576,2025-04-12,CUST-1038,East,Home & Kitchen,Online,1,226.86,226.86,135.11,91.75
700577,2025-04-12,CUST-1096,North,Home & Kitchen,In-Store,1,110.71,110.71,63.33,47.379999999999995
